GmlId,OBJECTID,DATASET_EN,DATASET_TC,NAME_EN,ADDRESS_EN,NAME_TC,ADDRESS_TC,SEARCH01_EN,SEARCH01_TC,SEARCH02_EN,SEARCH02_TC,NSEARCH01_EN,NSEARCH01_TC,NSEARCH02_EN,NSEARCH02_TC,NORTHING,EASTING,LATITUDE,LONGITUDE,LASTUPDATE,Shape
BDTMSP.259,259,List of target mini-storage premises (MSP) without obvious irregularities,沒有明顯違規的目標迷你倉名單,SHING KING INDUSTRIAL BUILDING,FACTORY UNIT D ON 14TH FLOOR SHING KING INDUSTRIAL BUILDING NO.45 KUT SHING STREET CHAI WAN,勝景工業大廈,柴灣吉勝街45號勝景工業大廈14字樓D室,HONG KONG,香港,EASTERN,東區,10/04/2025,10/04/2025,4224614093T20050430,4224614093T20050430,814092.1,842245.5,22.26564819,114.2348744,2025-10-02T15:05:59,POINT (842245.50000000 814092.10000000)
BDTMSP.260,260,List of target mini-storage premises (MSP) without obvious irregularities,沒有明顯違規的目標迷你倉名單,E TAT FACTORY BUILDING,FACTORY UNIT C ON 18TH FLOOR E TAT FACTORY BUILDING NO.4 HEUNG YIP ROAD ABERDEEN,怡達工業大廈,香港仔香葉道4號怡達工業大廈18字樓C室,HONG KONG,香港,SOUTHERN,南區,19/03/2025,19/03/2025,3539612212T20050430,3539612212T20050430,812217.3,835396.5,22.24867166,114.168415,2025-10-02T15:05:59,POINT (835396.50000000 812217.30000000)
BDTMSP.261,261,List of target mini-storage premises (MSP) without obvious irregularities,沒有明顯違規的目標迷你倉名單,LUEN HING FACTORY BUILDING,9/F UNIT A &amp; B LUEN HING FACTORY BUILDING NO.109 KING LAM STREET CHEUNG SHA WAN,聯興工業大廈,長沙灣瓊林街109號聯興工業大廈9字樓A室及B室,KOWLOON,九龍,SHAM SHUI PO,深水埗區,12/10/2023,12/10/2023,3337722331T20050430,3337722331T20050430,822330.9,833374.9,22.34005032,114.1488103,2025-10-02T15:05:59,POINT (833374.90000000 822330.90000000)
BDTMSP.262,262,List of target mini-storage premises (MSP) without obvious irregularities,沒有明顯違規的目標迷你倉名單,GREAT WALL FACTORY BUILDING,"UNIT A, 8/F, GREAT WALL FACTORY BUILDING 11 CHEUNG SHUN STREET",長城工業大廈,荔枝角長順街11號長城工業大廈8字樓A室,KOWLOON,九龍,SHAM SHUI PO,深水埗區,6/06/2022,6/06/2022,3329021912T20050430,3329021912T20050430,821912.4,833287.3,22.33626637,114.1479665,2025-10-02T15:05:59,POINT (833287.30000000 821912.40000000)
BDTMSP.263,263,List of target mini-storage premises (MSP) without obvious irregularities,沒有明顯違規的目標迷你倉名單,HONG KONG INDUSTRIAL BUILDING,15/F UNIT F HONG KONG INDUSTRIAL BUILDING 444-452 DES VOEUX ROAD WEST SAI WAN,香港工業大廈,西環德輔道西444-452號香港工業大廈15字樓F室,HONG KONG,港島,CENTRAL &amp; WESTERN,中西區,21/12/2020,21/12/2020,3179316460T20050430,3179316460T20050430,816453.5,831793,22.28702829,114.1334502,2025-10-02T15:05:59,POINT (831793.00000000 816453.50000000)
BDTMSP.264,264,List of target mini-storage premises (MSP) without obvious irregularities,沒有明顯違規的目標迷你倉名單,METROPOLITAN INDUSTRIAL AND WAREHOUSE BUILDING,18/F METROPOLITAN INDUSTRIAL AND WAREHOUSE BUILDING NO. 2 216-218 TEXACO ROAD TSUEN WAN,京華工業貨倉大廈,荃灣德士古道216-218號京華工業貨倉大廈(二期)18字樓,NEW TERRITORIES,新界,TSUEN WAN,荃灣區,11/09/2020,11/09/2020,3002525056T20110323,3002525056T20110323,825056,830025,22.36464968,114.1162605,2025-10-02T15:05:59,POINT (830025.00000000 825056.00000000)
BDTMSP.265,265,List of target mini-storage premises (MSP) without obvious irregularities,沒有明顯違規的目標迷你倉名單,CHEUNG HING SHING CENTRE,UNIT D 5/F CHEUNG HING SHING CENTRE 23 SHA TSUI ROAD TSUEN WAN,昌興盛中心,荃灣沙咀道 23 號昌興盛中心5字樓 D室,NEW TERRITORIES,新界,TSUEN WAN,荃灣區,31/05/2019,31/05/2019,2924126123T20050430,2924126123T20050430,826121.6,829241.6,22.37428223,114.1086438,2025-10-02T15:05:59,POINT (829241.60000000 826121.60000000)
BDTMSP.266,266,List of target mini-storage premises (MSP) without obvious irregularities,沒有明顯違規的目標迷你倉名單,PRINCE INDUSTRIAL BUILDING,1/F WORKSHOP A PRINCE INDUSTRIAL BUILDING 5 SUN YIP STREET CHAI WAN,王子工業大廈,柴灣新業街5號王子工業大廈1字樓A室,HONG KONG,港島,EASTERN,東區,17/08/2018,17/08/2018,4344414234T20050430,4344414234T20050430,814231,843445.2,22.26691694,114.2464984,2025-10-02T15:05:59,POINT (843445.20000000 814231.00000000)
BDTMSP.267,267,List of target mini-storage premises (MSP) without obvious irregularities,沒有明顯違規的目標迷你倉名單,LUEN MING HING FACTORY BUILDING,2/F B2 LUEN MING HING FACTORY BUILDING 36 MOK CHEONG STREET TO KWA WAN,聯明興工廠大廈,土瓜灣木廠街36號聯明興工廠大廈2字樓B2室,KOWLOON,九龍,KOWLOON CITY,九龍城區,10/03/2017,10/03/2017,3763620406T20050430,3763620406T20050430,820396.2,837633.7,22.32266833,114.1901524,2025-10-02T15:05:58,POINT (837633.70000000 820396.20000000)
BDTMSP.268,268,List of target mini-storage premises (MSP) without obvious irregularities,沒有明顯違規的目標迷你倉名單,HUNG FUK FACTORY BUILDING,FACTORY UNIT B ON 7TH FLOOR HUNG FUK FACTORY BUILDING NO.60 HUNG TO ROAD KWUN TONG,鴻福工業大廈,觀塘鴻圖道60號鴻福工業大廈7樓B室,KOWLOON,九龍,KWUN TONG,觀塘區,20/02/2025,20/02/2025,4099218971T20050430,4099218971T20050430,818963.9,840987.7,22.30970348,114.2227222,2025-10-02T15:05:54,POINT (840987.70000000 818963.90000000)
BDTMSP.269,269,List of target mini-storage premises (MSP) without obvious irregularities,沒有明顯違規的目標迷你倉名單,E. WAH FACTORY BUILDING,BLOCK A ON 3RD FLOOR E. WAH FACTORY BUILDING NOS. 56-60 WONG CHUK HANG ROAD HONG KONG,怡華工業大廈,香港黃竹坑道56-60號怡華工業大廈3字樓A室,HONG KONG,香港,SOUTHERN,南區,20/05/2025,20/05/2025,3539912294T20050430,3539912294T20050430,812291.5,835408.9,22.24941218,114.168444,2025-10-02T15:05:54,POINT (835408.90000000 812291.50000000)
BDTMSP.270,270,List of target mini-storage premises (MSP) without obvious irregularities,沒有明顯違規的目標迷你倉名單,STYLE FACTORY BUILDING,6/F STYLE FACTORY BUILDING NO.9 ELM STREET KOWLOON,新型工廠大廈,大角咀榆樹街9號新型工廠大廈6字樓,KOWLOON,九龍,YAU TSIM MONG,油尖旺區,24/05/2024,24/05/2024,3477820203T20050430,3477820203T20050430,820203.5,834777.8,22.32083503,114.1624123,2025-10-02T15:05:54,POINT (834777.80000000 820203.50000000)
BDTMSP.271,271,List of target mini-storage premises (MSP) without obvious irregularities,沒有明顯違規的目標迷你倉名單,WAH HING INDUSTRIAL BUILDING,3/F UNIT C WAH HING INDUSTRIAL BUILDING NOS. 2-6 MA KOK STREET TSUEN WAN,華興工業大廈,荃灣馬角街2-6號華興工業大廈3字樓C室,NEW TERRITORIES,新界,TSUEN WAN,荃灣區,20/10/2023,20/10/2023,3027725089T20050430,3027725089T20050430,825060.3,830270.1,22.36494859,114.118707,2025-10-02T15:05:54,POINT (830270.10000000 825060.30000000)
BDTMSP.272,272,List of target mini-storage premises (MSP) without obvious irregularities,沒有明顯違規的目標迷你倉名單,YAU TAK INDUSTRIAL BUILDING,9/F UNIT B YAU TAK INDUSTRIAL BUILDING NO.21 SAN ON STREET TUEN MUN,友德工業大廈,屯門新安街21號友德工業大廈9字樓B室,NEW TERRITORIES,新界,TUEN MUN,屯門區,16/11/2023,16/11/2023,1507828051T20050430,1507828051T20050430,828050.2,815077,22.39157659,113.9710993,2025-10-02T15:05:54,POINT (815077.00000000 828050.20000000)
BDTMSP.273,273,List of target mini-storage premises (MSP) without obvious irregularities,沒有明顯違規的目標迷你倉名單,CHEUNG YICK INDUSTRIAL BUILDING,FLAT A 5/F CHEUNG YICK INDUSTRIAL BUILDING NO.12 ON YIP STREET CHAI WAN,長益工業大廈,柴灣安業街12號長益工業大廈5字樓A室,HONG KONG,港島,EASTERN,東區,7/12/2022,7/12/2022,4336614242T20050430,4336614242T20050430,814250.9,843379.2,22.26698951,114.2457416,2025-10-02T15:05:54,POINT (843379.20000000 814250.90000000)
BDTMSP.274,274,List of target mini-storage premises (MSP) without obvious irregularities,沒有明顯違規的目標迷你倉名單,SHING KING INDUSTRIAL BUILDING,UNIT A 8/F SHING KING INDUSTRIAL BUILDING 45 KUT SHING STREET CHAI WAN,勝景工業大廈,柴灣吉勝街45號勝景工業大廈8字樓A室,HONG KONG,港島,EASTERN,東區,20/08/2019,20/08/2019,4224614093T20050430,4224614093T20050430,814092.1,842245.5,22.26564819,114.2348744,2025-10-02T15:05:54,POINT (842245.50000000 814092.10000000)
BDTMSP.275,275,List of target mini-storage premises (MSP) without obvious irregularities,沒有明顯違規的目標迷你倉名單,WAH WAI IND. BUILDING,14/F WAH WAI IND. BUILDING 1-7 WO HEUNG STREET FO TAN,華威工業大廈,火炭禾香街1-7號華威工業大廈14字樓,NEW TERRITORIES,新界,SHA TIN,沙田區,14/08/2018,14/08/2018,3838128582T20050430,3838128582T20050430,828578.5,838381.6,22.39650134,114.1973944,2025-10-02T15:05:54,POINT (838381.60000000 828578.50000000)
BDTMSP.276,276,List of target mini-storage premises (MSP) without obvious irregularities,沒有明顯違規的目標迷你倉名單,BLUE BOX FACTORY BUILDING,7/F UNIT A1 &amp; A2 BLUE BOX FACTORY BUILDING 25 HING WO STREET TIN WAN ABERDEEN,大生工業大廈,香港仔田灣興和街25號大生工業大廈7字樓A1室及A2室,HONG KONG,港島,SOUTHERN,南區,10/01/2017,10/01/2017,3334312405T20050430,3334312405T20050430,812415.8,833353.5,22.25041233,114.1484983,2025-10-02T15:05:53,POINT (833353.50000000 812415.80000000)
BDTMSP.277,277,List of target mini-storage premises (MSP) without obvious irregularities,沒有明顯違規的目標迷你倉名單,STORE FRIENDLY TOWER (FANLING),2/F STORE FRIENDLY TOWER (FANLING) NO.13 YIP CHEONG STREET FANLING,粉嶺儲存易集團中心,粉嶺業暢街13號儲存易集團中心(新界東)2字樓,NEW TERRITORIES,新界,NORTH,北區,24/04/2025,24/04/2025,3281839385T20050430,3281839385T20050430,839375.5,832814.2,22.49405517,114.1433469,2025-10-02T15:05:53,POINT (832814.20000000 839375.50000000)
BDTMSP.278,278,List of target mini-storage premises (MSP) without obvious irregularities,沒有明顯違規的目標迷你倉名單,TAI SHING INDUSTRIAL BUILDING,2ND FLOOR TAI SHING INDUSTRIAL BUILDING NOS.273-279 UN CHAU STREET CHEUING SHA WAN,泰盛工廠大廈,長沙灣元州街273-279號泰盛工廠大廈2字樓,KOWLOON,九龍,SHAM SHUI PO,深水埗區,30/07/2025,30/07/2025,3425121961T20050430,3425121961T20050430,821962,834247.4,22.33671026,114.157295,2025-10-02T15:05:53,POINT (834247.40000000 821962.00000000)
BDTMSP.279,279,List of target mini-storage premises (MSP) without obvious irregularities,沒有明顯違規的目標迷你倉名單,KA TO FACTORY BUILDING,FACTORY UNIT D ON 1/F KA TO FACTORY BUILDING NO.2 CHEUNG YUE STREET LAI CHI KOK,嘉圖工廠大廈,荔枝角長裕街2號嘉圖工廠大廈1字樓D室,KOWLOON,九龍,SHAM SHUI PO,深水埗區,5/03/2025,5/03/2025,3351521929T20050430,3351521929T20050430,821931.2,833512.9,22.33642026,114.1501506,2025-10-02T15:05:53,POINT (833512.90000000 821931.20000000)
BDTMSP.280,280,List of target mini-storage premises (MSP) without obvious irregularities,沒有明顯違規的目標迷你倉名單,SHATIN INDUSTRIAL BUILDING,2/F UNIT A &amp; C SHATIN INDUSTRIAL BUILDING NOS.22-28 WO SHUI STREET FO TAN,沙田工業大廈,火炭禾穗街22-28號沙田工業大廈2字樓A及C室,NEW TERRITORIES,新界,SHA TIN,沙田區,12/12/2023,12/12/2023,3844128678T20050430,3844128678T20050430,828663.8,838438.2,22.3973682,114.1979772,2025-10-02T15:05:53,POINT (838438.20000000 828663.80000000)
BDTMSP.281,281,List of target mini-storage premises (MSP) without obvious irregularities,沒有明顯違規的目標迷你倉名單,CHIAP KING INDUSTRIAL BUILDING,UNIT B 9/F CHIAP KING INDUSTRIAL BUILDING 114 KING FUK STREET SAN PO KONG,捷景工業大廈,新蒲崗景福街114號捷景工業大廈9字樓B室,KOWLOON,九龍,WONG TAI SIN,黃大仙區,19/03/2019,19/03/2019,3861721742T20050430,3861721742T20050430,821741.7,838617.4,22.33473213,114.1996762,2025-10-02T15:05:53,POINT (838617.40000000 821741.70000000)
BDTMSP.282,282,List of target mini-storage premises (MSP) without obvious irregularities,沒有明顯違規的目標迷你倉名單,HOI CHEUNG INDUSTRIAL BUILDING,5/F UNIT B HOI CHEUNG INDUSTRIAL BUILDING 4 HO TIN STREET TUEN MUN,凱昌工業大廈,屯門河田街4號凱昌工業大廈5字樓B室,NEW TERRITORIES,新界,TUEN MUN,屯門區,4/05/2018,4/05/2018,1507028771T20050430,1507028771T20050430,828768.9,815071.9,22.39807842,113.971012,2025-10-02T15:05:53,POINT (815071.90000000 828768.90000000)
BDTMSP.283,283,List of target mini-storage premises (MSP) without obvious irregularities,沒有明顯違規的目標迷你倉名單,KAM MAN FUNG FACTORY BUILDING,1/F WORKSHOP B KAM MAN FUNG FACTORY BUILDING 6 HONG MAN STREET CHAI WAN,金萬豊工業大廈,柴灣康民街6號金萬豐工業大廈1字樓B室,HONG KONG,港島,EASTERN,東區,2/04/2019,2/04/2019,4221814075T20050430,4221814075T20050430,814064.4,842227,22.26548573,114.2346027,2025-10-02T15:05:53,POINT (842227.00000000 814064.40000000)
BDTMSP.284,284,List of target mini-storage premises (MSP) without obvious irregularities,沒有明顯違規的目標迷你倉名單,MAN FOONG INDUSTRIAL BUILDING,UNIT C 1/F MAN FOONG INDUSTRIAL BUILDING NO. 7 CHEUNG LEE STREET CHAI WAN,萬峰工業大廈,柴灣祥利街7號萬峰工業大廈1字樓,HONG KONG,港島,EASTERN,東區,9/10/2018,9/10/2018,4237913946T20050430,4237913946T20050430,813943.7,842369.3,22.26432022,114.2361643,2025-10-02T15:05:53,POINT (842369.30000000 813943.70000000)
BDTMSP.285,285,List of target mini-storage premises (MSP) without obvious irregularities,沒有明顯違規的目標迷你倉名單,YICK SHIU INDUSTRIAL BUILDING,10/F UNIT C YICK SHIU INDUSTRIAL BUILDING 1 SAN ON STREET TUEN MUN,憶兆工業大廈,屯門新安街1號憶兆工業大廈10字樓C室,NEW TERRITORIES,新界,TUEN MUN,屯門區,28/06/2018,28/06/2018,1496028384T20050430,1496028384T20050430,828385.9,814962.2,22.39458227,113.9699489,2025-10-02T15:05:53,POINT (814962.20000000 828385.90000000)
BDTMSP.286,286,List of target mini-storage premises (MSP) without obvious irregularities,沒有明顯違規的目標迷你倉名單,CHING CHEONG INDUSTRIAL BUILDING,8/F UNIT B CHING CHEONG INDUSTRIAL BUILDING 1 KWAI CHEONG ROAD KWAI CHUNG,禎昌工業大廈,葵興葵昌路1號禎昌工業大廈8字樓B室,NEW TERRITORIES,新界,KWAI TSING,葵青區,11/07/2019,11/07/2019,3183625070T20050430,3183625070T20050430,825054.3,831833.6,22.36478174,114.1338436,2025-10-02T15:05:52,POINT (831833.60000000 825054.30000000)
BDTMSP.287,287,List of target mini-storage premises (MSP) without obvious irregularities,沒有明顯違規的目標迷你倉名單,FULL VIEW FACTORY BUILDING,3RD FLOOR FULL VIEW FACTORY BLDG. NO.52 TONG MI ROAD TAI KOK TSUI,裕耀工廠大廈,大角咀塘尾道52號裕耀工廠大廈3字樓,KOWLOON,九龍,YAU TSIM MONG,油尖旺區,18/06/2025,18/06/2025,3515420194T20050430,3515420194T20050430,820192.4,835147.6,22.32075403,114.1660618,2025-10-02T15:05:52,POINT (835147.60000000 820192.40000000)
BDTMSP.288,288,List of target mini-storage premises (MSP) without obvious irregularities,沒有明顯違規的目標迷你倉名單,DRAGON INDUSTRIAL BUILDING,10/F UNIT A DRAGON INDUSTRIAL BUILDING NO. 93 KING LAM STREET LAI CHI KOK,龍翔工業大廈,荔枝角瓊林街93號龍翔工業大廈10字樓A室,KOWLOON,九龍,SHAM SHUI PO,深水埗區,26/09/2023,26/09/2023,3324622289T20050430,3324622289T20050430,822288.9,833245.1,22.33967081,114.1475387,2025-10-02T15:05:52,POINT (833245.10000000 822288.90000000)
BDTMSP.289,289,List of target mini-storage premises (MSP) without obvious irregularities,沒有明顯違規的目標迷你倉名單,KWAI HING INDUSTRIAL BUILDING,WORKSHOP C ON 5/F KWAI HING INDUSTRIAL BUILDING NOS.10/18 CHUN PIN STREET KWAI CHUNG,葵興工業大廈,葵涌圳邊街10-18號葵興工業大廈5字樓C室,NEW TERRITORIES,新界,KWAI TSING,葵青區,6/06/2023,6/06/2023,3211925483T20200924,3211925483T20200924,825482,832119,22.36851205,114.1365902,2025-10-02T15:05:52,POINT (832119.00000000 825482.00000000)
BDTMSP.290,290,List of target mini-storage premises (MSP) without obvious irregularities,沒有明顯違規的目標迷你倉名單,SUNRISE INDUSTRIAL BUILDING,8/F WORKSHOP A SUNRISE INDUSTRIAL BUILDING 10 HONG MAN STREET CHAI WAN,新力工業⼤廈,柴灣康民街10號新力工業⼤廈8樓A室,HONG KONG,港島,EASTERN,東區,23/11/2021,23/11/2021,4227414152T20050430,4227414152T20050430,814143,842281.6,22.2661809,114.2351463,2025-10-02T15:05:52,POINT (842281.60000000 814143.00000000)
BDTMSP.291,291,List of target mini-storage premises (MSP) without obvious irregularities,沒有明顯違規的目標迷你倉名單,SEA VIEW ESTATE,UNIT 502 5/F BLOCK B SEA VIEW ESTATE 2-8 WATSON ROAD TIN HAU,海景大廈,天后屈臣道2-8號海景大廈B 座5字樓502室,HONG KONG,港島,EASTERN,東區,23/03/2021,23/03/2021,3771216493T20050430,3771216493T20050430,816508.3,837712.4,22.28733149,114.1908866,2025-10-02T15:05:52,POINT (837712.40000000 816508.30000000)
BDTMSP.292,292,List of target mini-storage premises (MSP) without obvious irregularities,沒有明顯違規的目標迷你倉名單,KAM SHING INDUSTRIAL BUILDING,"4/F UNIT A, KAM SHING INDUSTRIAL BUILDING 1-11 KWAI WING ROAD KWAI CHUNG",金城工業大廈,葵涌葵榮路1-11號金城工業大廈4字樓A室,NEW TERRITORIES,新界,KWAI TSING,葵青區,20/09/2019,20/09/2019,3181225193T20050430,3181225193T20050430,825187.2,831796.5,22.36589243,114.1336102,2025-10-02T15:05:52,POINT (831796.50000000 825187.20000000)
BDTMSP.293,293,List of target mini-storage premises (MSP) without obvious irregularities,沒有明顯違規的目標迷你倉名單,MAN FOONG INDUSTRIAL BUILDING,"FLAT A, 8/F MAN FOONG INDUSTRIAL BUILDING 7 CHEUNG LEE STREET CHAI WAN",萬峰工業大廈,柴灣祥利街7號萬峰工業大廈8字樓A室,HONG KONG,港島,EASTERN,東區,28/04/2020,28/04/2020,4237913946T20050430,4237913946T20050430,813943.7,842369.3,22.26432022,114.2361643,2025-10-02T15:05:52,POINT (842369.30000000 813943.70000000)
BDTMSP.294,294,List of target mini-storage premises (MSP) without obvious irregularities,沒有明顯違規的目標迷你倉名單,HING WAI CENTRE,"UNIT 21, 5/F., HING WAI CENTRE, 7 TIN WAN PRAYA ROAD, TIN WAN ABERDEEN",興偉中心,香港仔田灣海傍道7號興偉中心5字樓21室,HONG KONG,港島,SOUTHERN,南區,31/03/2017,31/03/2017,3311112189T20050430,3311112189T20050430,812184.4,833104,22.2484613,114.146248,2025-10-02T15:05:51,POINT (833104.00000000 812184.40000000)
BDTMSP.295,295,List of target mini-storage premises (MSP) without obvious irregularities,沒有明顯違規的目標迷你倉名單,ROOM+ KWUN TONG BUILDING,5/F ROOM+ KWUN TONG BUILDING 338 KWUN TONG ROAD KWUN TONG,自由倉大廈,觀塘觀塘道338號自由倉大廈5字樓,KOWLOON,九龍,KWUN TONG,觀塘區,27/08/2024,27/08/2024,4035719639T20050430,4035719639T20050430,819641.5,840360,22.31573754,114.216561,2025-10-02T15:05:51,POINT (840360.00000000 819641.50000000)
BDTMSP.296,296,List of target mini-storage premises (MSP) without obvious irregularities,沒有明顯違規的目標迷你倉名單,KWAI HING INDUSTRIAL BUILDING,11/F WORKSHOP B KWAI HING INDUSTRIAL BUILDING NOS. 10/18 CHUN PIN STREET KWAI CHUNG,葵興工業大廈,葵涌圳邊街10-18號葵興工業大廈11字樓B室,NEW TERRITORIES,新界,KWAI TSING,葵青區,13/12/2018,13/12/2018,3211925483T20200924,3211925483T20200924,825482.7,832119,22.36851205,114.1365902,2025-10-02T15:05:51,POINT (832119.00000000 825482.70000000)
BDTMSP.297,297,List of target mini-storage premises (MSP) without obvious irregularities,沒有明顯違規的目標迷你倉名單,WAH HING INDUSTRIAL BUILDING,1/F UNIT D WAH HING INDUSTRIAL BUILDING NOS. 2-6 MA KOK STREET TSUEN WAN,華興工業大廈,荃灣馬角街2-6號華興工業大廈1字樓D室,NEW TERRITORIES,新界,TSUEN WAN,荃灣區,25/08/2023,25/08/2023,3027725089T20050430,3027725089T20050430,825060.3,830270.1,22.36494859,114.118707,2025-10-02T15:05:51,POINT (830270.10000000 825060.30000000)
BDTMSP.298,298,List of target mini-storage premises (MSP) without obvious irregularities,沒有明顯違規的目標迷你倉名單,PRINCE INDUSTRIAL BUILDING,5/F PRINCE INDUSTRIAL BUILDING NO.5 SUN YIP STREET CHAI WAN,王子工業大廈,柴灣新業街5號王子工業大廈5字樓,EASTERN,東區,EASTERN,香港,5/07/2022,5/07/2022,4344414234T20050430,4344414234T20050430,814231,843445.2,22.26691694,114.2464984,2025-10-02T15:05:51,POINT (843445.20000000 814231.00000000)
BDTMSP.299,299,List of target mini-storage premises (MSP) without obvious irregularities,沒有明顯違規的目標迷你倉名單,HOPEFULL FACTORY CENTRE,FACTORY UNIT 3 5/F HOPEFUL FACTORY CENTRE 10-16 WO SHING STREET FO TAN,海輝工業中心,火炭禾盛街10-16號海輝工業中心5字樓3號工廠單位,NEW TERRITORIES,新界,SHA TIN,沙田區,23/09/2022,23/09/2022,3835928621T20050430,3835928621T20050430,828616.8957,838352.0142,22.39685356,114.1971808,2025-10-02T15:05:51,POINT (838352.01420000 828616.89570000)
BDTMSP.300,300,List of target mini-storage premises (MSP) without obvious irregularities,沒有明顯違規的目標迷你倉名單,CHEUNG FAT INDUSTRIAL BUILDING,"UNIT A, 5/F, CHEUNG FAT INDUSTRIAL BUILDING, 7-9 HILL ROAD, SAI WAN",長發工業大廈,西環山道7-9號長發工業大廈5字樓A室,HONG KONG,港島,CENTRAL &amp; WESTERN,中西區,7/06/2022,7/06/2022,3201116385T20050430,3201116385T20050430,816387,832011.4,22.28635155,114.1355658,2025-10-02T15:05:51,POINT (832011.40000000 816387.00000000)
BDTMSP.301,301,List of target mini-storage premises (MSP) without obvious irregularities,沒有明顯違規的目標迷你倉名單,HOW MING FACTORY BUILDING,FLAT A-D 5/F HOW MING FACTORY BUILDING 99 HOW MING STREET KWUN TONG,巧明工廠大廈,觀塘巧明街99號巧明工廠大廈5字樓A-D室,KOWLOON,九龍,KWUN TONG,觀塘區,5/03/2021,5/03/2021,4106019302T20050430,4106019302T20050430,819309.5,841061.7,22.31269242,114.2233831,2025-10-02T15:05:51,POINT (841061.70000000 819309.50000000)
BDTMSP.302,302,List of target mini-storage premises (MSP) without obvious irregularities,沒有明顯違規的目標迷你倉名單,HONG KONG INDUSTRIAL BUILDING,19/F UNIT E1 HONG KONG INDUSTRIAL BUILDING 444-452 DES VOEUX ROAD WEST SAI WAN,香港工業大廈,西環德輔道西444-452號香港工業大廈19字樓E1室,HONG KONG,港島,CENTRAL &amp; WESTERN,中西區,4/09/2020,4/09/2020,3179316460T20050430,3179316460T20050430,816453.5,831793,22.28702829,114.1334502,2025-10-02T15:05:51,POINT (831793.00000000 816453.50000000)
BDTMSP.303,303,List of target mini-storage premises (MSP) without obvious irregularities,沒有明顯違規的目標迷你倉名單,HONG KONG INDUSTRIAL BUILDING,"UNIT E, 3/F., HONG KONG INDUSTRIAL BUILDING, 444-452 DES VOEUX ROAD WEST, SAI WAN",香港工業大廈,西環德輔道西444-452號香港工業大廈3字樓E室,HONG KONG,港島,CENTRAL &amp; WESTERN,中西區,26/03/2021,26/03/2021,3179316460T20050430,3179316460T20050430,816453.5,831793,22.28702829,114.1334502,2025-10-02T15:05:51,POINT (831793.00000000 816453.50000000)
BDTMSP.304,304,List of target mini-storage premises (MSP) without obvious irregularities,沒有明顯違規的目標迷你倉名單,WAH WAI IND. BUILDING,10/F UNIT C WAH WAI IND. BUILDING 1-7 WO HEUNG STREET FO TAN,華威工業大廈,火炭禾香街1-7號華威工業大廈10字樓C室,NEW TERRITORIES,新界,SHA TIN,沙田區,20/01/2020,20/01/2020,3838128582T20050430,3838128582T20050430,828578.5,838381.6,22.39650134,114.1973944,2025-10-02T15:05:50,POINT (838381.60000000 828578.50000000)
BDTMSP.305,305,List of target mini-storage premises (MSP) without obvious irregularities,沒有明顯違規的目標迷你倉名單,E TAT FACTORY BUILDING,FACTORY UNIT ON 7TH FLOOR E TAT FACTORY BUILDING NO.4 HEUNG YIP ROAD ABERDEEN,怡達工業大廈,香港仔香葉道4號怡達工業大廈7字樓,HONG KONG,香港,SOUTHERN,南區,9/10/2024,9/10/2024,3539612212T20050430,3539612212T20050430,812217.3,835394.5,22.24867166,114.168415,2025-10-02T15:05:50,POINT (835394.50000000 812217.30000000)
BDTMSP.306,306,List of target mini-storage premises (MSP) without obvious irregularities,沒有明顯違規的目標迷你倉名單,KO FAI INDUSTRIAL BUILDING,10/F UNIT NO.5 OF BLOCK C KO FAI INDUSTRIAL BUILDING NO.7 KO FAI ROAD YAU TONG,高輝工業大廈C座,油塘高輝道7號高輝工業大廈C座10字樓C5室,KOWLOON,九龍,KWUN TONG,觀塘區,7/08/2024,7/08/2024,4244717460T20050430,4244717460T20050430,817456.2,842449.3,22.29605362,114.2368376,2025-10-02T15:05:50,POINT (842449.30000000 817456.20000000)
BDTMSP.307,307,List of target mini-storage premises (MSP) without obvious irregularities,沒有明顯違規的目標迷你倉名單,HOI CHEUNG INDUSTRIAL BUILDING,10/F UNIT A HOI CHEUNG INDUSTRIAL BUILDING 4 HO TIN STREET TUEN MUN,凱昌工業大廈,屯門河田街4號凱昌工業大廈10字樓A室,NEW TERRITORIES,新界,TUEN MUN,屯門區,18/11/2021,18/11/2021,1507028771T20050430,1507028771T20050430,828768.9,815071.9,22.39807842,113.971012,2025-10-02T15:05:50,POINT (815071.90000000 828768.90000000)
BDTMSP.308,308,List of target mini-storage premises (MSP) without obvious irregularities,沒有明顯違規的目標迷你倉名單,CHAI WAN INDUSTRIAL CENTRE,19/F WORKSHOP A CHAI WAN INDUSTRIAL CENTRE 20 LEE CHUNG STREET CHAI WAN,柴灣中心工業大廈,柴灣利眾街20號柴灣中心工業大廈19字樓A室,HONG KONG,港島,EASTERN,東區,9/11/2021,9/11/2021,4244814159T20050430,4244814159T20050430,814161.9,842437.2,22.2662435,114.2368345,2025-10-02T15:05:50,POINT (842437.20000000 814161.90000000)
